name,rating,position,ver,ps_price,skills,weak_foot,work_rate,pac,sho,pas,dri,def,phy,hei,popularity,base_stats,in_game_stats,wei,ps
Falcao,83,ST,Normal,950,3,4,H  M,65,82,69,77,43,72,177,92,408,2043,72,950
Yannick Carrasco,83,LM,Normal,2.5K,4,4,H  M,90,80,75,86,39,64,180,194,434,2047,71,2500
Paco Alcacer,83,ST,Normal,950,3,4,M  L,79,84,68,81,36,63,175,9,411,2018,72,950
Gabriel Jesus,82,ST,Normal,4.3K,4,3,H  H,85,80,72,86,39,71,175,1623,433,2072,73,4300
Olivier Giroud,82,ST,Normal,1K,3,3,M  M,46,81,71,73,42,79,193,80,392,1954,92,1000
Nacho Fernandez,82,CB,Normal,1.8K,2,4,M  H,74,37,66,65,81,79,180,182,402,1869,76,1800
Stefan Savic,82,CB,Normal,1K,2,3,M  H,55,35,54,58,84,72,187,-3,358,1682,79,1000
Simon Kjær,82,CB,Normal,0,2,3,L  H,65,55,63,56,81,78,191,1,398,1870,84,0
Sergio Asenjo,82,GK,Normal,850,1,3,M  M,84,82,77,81,57,80,189,34,461,1020,,850
Pacheco,82,GK,Normal,750,1,2,M  M,81,79,70,83,46,83,186,14,442,967,81,750
David Soria,82,GK,Normal,600,1,3,M  M,83,81,71,83,43,82,192,51,443,929,85,600
Daniele De Rossi,82,CDM,Normal,1K,2,4,M  H,59,64,73,70,85,77,184,87,428,2126,83,1000
Hector Herrera,82,CM,Normal,950,3,4,H  H,72,75,75,76,78,81,185,283,457,2164,80,950
Juan Mata,82,CAM,Normal,950,4,3,M  M,62,74,83,83,36,47,170,2,385,1980,63,950
Vedran Corluka,82,CB,Normal,850,3,3,H  M,58,49,65,68,81,82,192,1,403,1911,84,850
Giuliano,82,CAM,Normal,950,4,3,H  M,81,77,79,83,46,75,172,67,441,2094,,950
Marlos Romero Bonfim,82,RM,Normal,1K,5,3,M  M,83,78,79,86,46,73,174,31,445,2112,69,1000
Taison,82,CAM,Normal,800,4,3,M  M,92,79,75,86,47,69,172,284,448,2095,64,800
Giacomo Bonaventura,82,CM,Normal,900,4,3,H  M,73,77,82,82,72,69,181,80,455,2215,75,900
Pedro,82,RW,Normal,1.4K,4,5,H  H,75,77,77,83,43,56,169,121,411,1993,65,1400
Luuk de Jong,82,ST,Normal,650,2,5,M  H,56,79,71,70,51,78,188,4,405,1993,86,650
Ander Herrera,82,CM,Normal,1K,3,4,H  H,70,72,78,80,82,77,182,106,459,2213,73,1000
Mario Götze,82,CF,Normal,900,4,4,H  M,71,78,85,86,56,70,176,226,446,2176,75,900
Thomas Delaney,82,CDM,Normal,1.2K,3,4,H  H,77,73,74,75,83,82,182,525,464,2233,79,1200
Mario Fernandes,82,RWB,Normal,750,3,3,H  H,82,60,74,78,81,79,187,77,454,2112,80,750
Sergi Roberto,82,RB,Normal,1.1K,4,3,H  H,78,63,81,78,77,73,178,139,450,2103,68,1100
Thomas Meunier,82,RB,Normal,1.5K,3,4,H  H,79,75,77,75,78,84,191,284,468,2185,90,1500
Jerôme Roussillon,82,LB,Normal,2.4K,3,3,H  M,89,65,76,80,78,78,175,1422,466,2163,80,2400
Suso,82,RW,Normal,2.1K,4,3,H  M,78,76,83,87,33,53,176,17,410,1971,70,2100
Antonio Rudiger,82,CB,Normal,1.5K,2,3,M  H,72,43,67,64,82,78,190,432,406,1872,85,1500
Ricardo Pereira,82,RB,Normal,4.4K,3,4,H  H,86,64,77,81,79,73,175,580,460,2160,70,4400
Duvan Zapata,82,ST,Normal,1.2K,3,4,H  M,71,81,56,76,37,83,189,89,404,1887,88,1200
Naby Keïta,82,CM,Normal,950,4,4,H  M,71,73,76,88,65,66,172,170,439,2101,64,950
Presnel Kimpembe,82,CB,Normal,2.8K,2,3,H  H,75,39,67,68,81,83,189,699,413,1915,80,2800
Steven Bergwijn,82,RW,Normal,1.3K,4,2,M  M,89,75,76,85,40,73,178,204,438,2033,,1300
Gelson Martins,82,RM,Normal,1.2K,5,3,H  M,95,71,74,86,47,61,173,347,434,2058,74,1200
Nelson Semedo,82,RB,Normal,2.4K,4,3,M  H,92,57,69,81,77,75,177,3892,451,2074,67,2400
Leon Bailey,82,LW,Normal,1.7K,4,4,M  M,91,77,75,84,33,64,178,294,424,2032,79,1700
Marko Arnautovic,82,ST,Normal,750,4,4,H  M,80,79,77,81,47,82,192,76,446,2118,83,750
Mattia Perin,82,GK,Normal,1.6K,1,3,M  M,82,82,71,87,57,79,188,40,458,941,77,1600
Rafa,82,LM,Normal,1K,4,3,H  M,93,71,74,86,50,52,172,64,426,2020,66,1000
Hirving Lozano,82,RW,Normal,1.9K,4,3,H  L,93,76,73,83,41,66,175,603,432,2039,70,1900
Jose Reina,82,GK,Normal,2.2K,1,3,M  M,79,82,82,81,55,82,188,36,461,992,92,2200
Aduriz,82,ST,Normal,850,3,3,H  M,61,82,64,76,49,74,182,35,406,1991,78,850
Jesus Navas,82,RM,Normal,1.3K,4,2,H  M,87,69,77,83,69,53,170,93,438,2114,60,1300
Santi Cazorla,82,CM,Normal,850,4,5,H  L,56,73,85,84,65,58,168,79,421,2112,65,850
Lucas Biglia,82,CDM,Normal,800,3,4,M  H,55,63,81,81,77,68,178,48,425,2100,63,800
Lukasz Fabianski,82,GK,Normal,850,1,2,M  M,80,83,70,84,49,82,190,119,448,922,83,850
Willian,82,RW,Normal,3K,4,4,H  H,85,78,80,85,49,60,175,233,437,2055,78,3000
Alexis Sanchez,82,LW,Normal,1.1K,4,3,H  H,81,78,77,84,44,73,169,213,437,2134,62,1100
Aleksandar Kolarov,82,LB,Normal,1.2K,3,3,H  M,69,74,81,77,82,79,187,61,462,2277,81,1200
Bas Dost,82,ST,Normal,850,2,3,M  M,50,82,57,66,45,80,196,22,380,1796,89,850
Muniain,82,CAM,Normal,850,4,3,M  L,80,72,77,87,51,58,170,122,425,2042,66,850
Stephan El Shaarawy,82,LW,Normal,1K,5,3,M  H,87,78,71,84,42,60,178,73,422,1990,72,1000
Alphonse Areola,82,GK,Normal,0,1,3,M  M,85,79,80,84,55,78,195,37,461,1038,94,0
Xherdan Shaqiri,82,RW,Normal,1.5K,5,4,M  M,80,77,81,85,46,69,169,104,438,2106,72,1500
Oliver Baumann,82,GK,Normal,800,1,1,M  M,82,80,70,84,49,79,187,60,444,905,82,800
Willian Jose,82,ST,Normal,750,4,4,M  L,69,82,68,75,40,81,189,61,415,1960,93,750
Joel Matip,82,CB,Normal,1.1K,2,2,M  M,61,46,68,67,83,76,194,91,401,1873,90,1100
Sebastian Coates,82,CB,Normal,750,2,3,M  M,54,43,55,60,83,85,196,36,380,1728,92,750
Cedric Bakambu,82,ST,Normal,750,3,4,M  M,90,81,72,80,35,76,182,345,434,2053,74,750
Nico Schulz,82,LWB,Normal,2K,3,2,H  M,90,52,76,80,74,76,181,558,448,2047,83,2000
Kevin Volland,82,ST,Normal,800,3,4,H  H,76,84,79,79,41,83,179,196,442,2134,,800
Benjamin Lecomte,82,GK,Normal,750,1,3,M  M,82,78,78,83,42,81,186,89,444,819,78,750
Gabriel Paulista,82,CB,Normal,1.7K,2,2,L  H,71,49,69,65,83,81,187,258,418,1974,79,1700
Karim Bellarabi,82,RW,Normal,2.7K,4,3,H  M,92,76,74,84,34,71,184,83,431,2010,81,2700
Harry Maguire,82,CB,Normal,1.2K,2,3,H  H,50,53,64,70,81,84,194,-108,402,1917,,1200
Thorgan Hazard,82,RM,Normal,2.5K,4,4,H  M,82,77,80,85,47,64,175,102,435,2105,71,2500
Mateo Kovacic,82,CM,Normal,900,4,4,H  H,76,68,81,86,67,70,176,127,448,2140,78,900
Jesse Lingard,82,CAM,Normal,1K,4,3,H  H,80,78,76,83,58,72,175,222,447,2161,62,1000
Emil Forsberg,82,CAM,Normal,850,4,4,M  M,70,71,81,83,33,62,179,53,400,1948,74,850
Filip Kostic,82,LM,Normal,1.1K,3,2,H  H,87,76,77,81,67,78,184,118,466,2186,82,1100
Andrea Belotti,82,ST,Normal,750,3,5,H  H,77,81,57,77,41,82,181,170,415,1978,72,750
Quincy Promes,82,LW,Normal,900,5,4,H  M,91,79,79,82,40,67,174,1004,438,2089,72,900
Jamie Vardy,82,ST,Normal,3.4K,3,3,H  H,88,81,65,75,55,75,179,937,439,2093,74,3400
Thomas Partey,82,CM,Normal,1K,3,3,M  H,73,72,77,77,79,84,185,248,462,2148,77,1000
Nicolas Tagliafico,82,LB,Normal,2.5K,3,2,H  H,81,57,72,76,80,81,172,202,447,2098,65,2500
Daniele Rugani,82,CB,Normal,1K,2,3,L  M,64,39,55,65,85,74,190,-8,382,1767,84,1000
Kerem Demirbay,82,CM,Normal,1K,4,4,M  M,67,74,82,84,64,70,182,37,441,2141,72,1000
Thomas Strakosha,82,GK,Normal,750,1,2,M  M,84,78,75,87,43,79,193,66,446,872,78,750
angel Correa,82,RM,Normal,1.7K,4,4,H  M,83,80,75,86,54,65,171,180,443,2084,68,1700
Iñaki Williams,82,ST,Normal,1K,4,2,H  H,94,80,72,80,41,82,186,1502,449,2074,79,1000
Matteo Politano,82,RM,Normal,1.6K,4,4,H  M,84,77,78,84,42,57,171,80,422,2036,67,1600
Morales,82,ST,Normal,900,4,4,H  M,89,81,76,85,58,69,180,1903,458,2168,70,900
Lucas Torreira,82,CDM,Normal,750,3,3,M  H,75,67,77,80,81,75,168,471,455,2175,64,750
Ruben Neves,82,CM,Normal,800,3,4,M  H,62,74,83,76,70,73,180,72,438,2167,80,800
Andre Onana,82,GK,Normal,2K,1,3,M  M,84,80,86,83,63,76,187,114,472,1070,,2000
Oyarzabal,82,LW,Normal,1.3K,3,3,H  M,75,82,79,82,39,61,181,41,418,1977,78,1300
Emiliano Viviano,82,GK,Normal,9.9K,1,2,M  M,83,84,76,83,31,81,195,-18,438,862,,9900
Mario Balotelli,82,ST,Normal,750,4,4,M  L,76,82,73,79,24,76,189,182,410,1959,88,750
Simon Kjær,82,CB,,2.2K,2,3,L  H,65,55,63,56,81,78,191,8,398,1870,84,2200
Alphonse Areola,82,GK,Normal,2K,1,3,M  M,85,79,80,84,55,78,195,746,461,1038,94,2000
Mattia Perin,82,GK,Normal,750,1,3,M  M,82,82,71,87,57,79,188,-3,458,941,77,750
Simon Kjær,82,CB,Normal,1.5K,2,3,L  H,65,55,63,56,81,78,191,13,398,1870,84,1500
Jose Reina,82,GK,Normal,800,1,3,M  M,79,82,82,81,55,82,188,41,461,992,92,800
Achraf Hakimi,82,RB,Normal,2.5K,3,3,H  L,95,68,74,80,75,76,181,208,468,2120,73,2500
James Maddison,82,CAM,Normal,750,4,4,H  M,76,77,84,82,39,57,175,38,415,2015,73,750
Martin Ødegaard,82,CAM,Normal,750,5,2,M  M,79,73,84,84,45,57,178,56,422,2018,68,750
Matteo Politano,82,RM,Normal,0,4,4,H  M,84,77,78,84,42,57,171,13,422,2036,67,0
Suso,82,RW,Normal,1.3K,4,3,H  M,78,76,83,87,33,53,176,3,410,1971,70,1300
Steven Bergwijn,82,LW,Normal,1.4K,4,2,M  M,89,75,76,85,40,73,178,175,438,2033,,1400
Ribery,82,LM,Normal,1.9K,5,5,M  M,75,74,81,84,30,56,170,1687,400,1958,72,1900
Lucas Vazquez,81,RW,Normal,1K,4,4,H  L,82,73,79,81,58,69,173,88,442,2120,70,1000
Adan,81,GK,Normal,850,1,2,M  M,79,82,78,81,55,82,190,29,457,986,92,850
Jordi Masip,81,GK,Normal,700,1,4,M  M,82,82,72,84,65,77,180,28,462,1053,76,700
eder Militão,81,CB,Normal,1.7K,2,2,M  H,79,50,66,71,81,81,186,4838,428,2004,78,1700
Marcos Alonso,81,LB,Normal,3K,3,3,H  L,66,73,79,77,79,79,188,25,453,2202,87,3000
Luke Shaw,81,LB,Normal,2K,3,2,H  M,82,54,75,80,80,78,181,457,449,2129,,2000
Quaresma,81,RM,Normal,0,5,4,H  L,77,73,82,86,24,63,175,40,405,1984,67,0
James Milner,81,CM,Normal,950,3,4,H  H,61,70,82,78,77,78,175,92,446,2215,,950
Bafetimbi Gomis,81,ST,Normal,700,4,3,H  L,70,82,66,76,36,74,184,54,404,1926,77,700
Cesc Fàbregas,81,CM,Normal,700,3,3,H  M,53,73,87,78,60,56,179,75,407,2055,77,700
Renato Augusto,81,CM,Normal,950,4,4,M  M,67,73,79,79,71,72,186,15,441,2104,86,950
Lukasz Piszczek,81,RB,Normal,1.1K,2,4,M  M,77,68,75,73,82,78,184,124,453,2162,79,1100
Dimitri Payet,81,CAM,Normal,700,4,4,H  L,71,77,82,81,38,67,175,77,416,2014,77,700
Benedikt Höwedes,81,CB,Normal,850,2,3,M  M,52,48,62,65,82,74,188,10,383,1862,77,850
Moussa Sissoko,81,CM,Normal,1.6K,3,3,H  H,80,70,78,79,79,89,187,8170,475,2211,91,1600
Fernando,81,CDM,Normal,700,3,2,M  M,61,62,71,71,81,82,183,93,428,2038,76,700
Nicolas Gaitan,81,CAM,Normal,450,4,2,M  M,78,72,80,82,41,58,173,-20,411,2043,66,450
Sebastian Giovinco,81,CF,Normal,700,4,4,H  M,81,79,79,87,27,56,163,100,409,2010,61,700
Adem Ljajic,81,CAM,Normal,700,4,4,H  L,78,75,80,84,37,61,182,32,415,2018,74,700
Jesus Corona,81,RM,Normal,700,5,5,M  M,83,70,75,88,62,54,173,82,432,2119,62,700
Andre Almeida,81,RB,Normal,750,3,3,M  H,68,63,76,75,82,82,185,9,446,2097,80,750
Granit Xhaka,81,CM,Normal,700,3,3,M  M,51,67,81,71,69,78,185,-2,417,2017,82,700
Tomaš Vaclik,81,GK,Normal,600,1,3,M  M,82,72,74,85,36,82,188,6,431,946,85,600
Willi Orban,81,CB,Normal,900,2,3,M  H,52,37,52,56,82,80,186,5,359,1682,83,900
Yussuf Poulsen,81,ST,Normal,800,3,3,H  H,83,74,67,75,56,82,193,147,437,2018,78,800
Ryan Fraser,81,LM,Normal,950,3,4,H  M,90,73,78,83,46,61,163,367,431,2054,70,950
Josef Martinez,81,ST,Normal,700,3,4,H  M,89,79,61,79,25,73,170,164,406,1951,69,700
Piotr Zielinski,81,CM,Normal,950,4,5,M  M,81,72,81,83,70,61,180,156,448,2114,75,950
Thiago Mendes,81,CDM,Normal,700,4,3,H  M,78,70,78,79,77,74,177,338,456,2168,80,700
Armando Izzo,81,CB,Normal,800,2,4,M  M,68,33,48,65,83,75,183,71,372,1720,78,800
Dani Ceballos,81,CM,Normal,700,4,3,H  M,69,67,79,84,68,68,179,102,435,2072,70,700
Pablo Fornals,81,CAM,Normal,500,4,3,H  M,67,76,79,80,71,68,178,15,441,2103,67,500
Lautaro Martinez,81,ST,Normal,2K,4,4,H  M,81,77,68,82,40,83,174,366,431,2023,,2000
Houssem Aouar,81,CM,Normal,750,4,3,H  M,79,71,79,83,66,67,175,246,445,2117,70,750
Tanguy Ndombele,81,CM,Normal,850,4,3,M  M,80,65,78,87,70,78,181,1702,458,2149,76,850
Emre Can,81,CM,Normal,1.5K,3,4,M  M,70,68,77,79,81,84,184,141,459,2188,82,1500
Jeremy Mathieu,81,CB,Normal,800,2,2,H  M,68,64,73,63,83,81,189,62,432,2072,84,800
Lisandro Lopez,81,ST,Normal,850,4,4,H  H,75,82,73,80,50,70,174,61,430,2093,72,850
Mousa Dembele,81,CM,Normal,700,4,2,M  M,73,68,77,87,77,80,185,49,462,2177,85,700
Andrea Consigli,81,GK,Normal,500,1,3,M  M,81,82,72,83,42,80,189,17,440,871,82,500
Laurent Koscielny,81,CB,Normal,1K,2,3,L  H,60,43,63,65,82,74,186,-16,387,1833,75,1000
Jardel,81,CB,Normal,700,2,2,M  H,55,42,54,54,82,79,192,12,366,1673,86,700
Jose Fonte,81,CB,Normal,650,2,3,M  H,36,38,54,61,81,76,187,-27,346,1665,81,650
Andres Guardado,81,CM,Normal,700,4,2,M  M,68,68,81,82,72,68,169,41,439,2162,67,700
Kevin Gameiro,81,ST,Normal,800,3,4,M  M,85,79,74,77,43,67,172,190,425,2069,70,800
Beñat,81,CM,Normal,800,3,3,L  M,49,73,84,74,67,71,177,53,418,2088,76,800
Fernando Muslera,81,GK,Normal,700,1,2,M  M,81,75,75,83,61,81,190,63,456,1048,74,700
Marco Parolo,81,CDM,Normal,700,3,4,H  H,64,76,76,76,79,79,184,64,450,2171,75,700
Luiz Gustavo,81,CDM,Normal,0,3,3,M  H,58,60,69,70,80,82,187,-2,419,2026,78,0
Nicolas Nkoulou,81,CB,Normal,800,2,3,M  M,70,44,64,70,82,74,184,24,404,1917,77,800
Nemanja Matic,81,CDM,Normal,750,3,3,M  M,48,68,77,72,80,78,194,8,423,2059,85,750
Henrikh Mkhitaryan,81,RM,Normal,0,4,5,H  H,78,76,78,82,55,66,177,0,435,2104,75,0
Timo Horn,81,GK,Normal,700,1,3,M  M,82,80,79,84,47,78,192,38,450,905,90,700
Rafinha,81,CAM,Normal,0,4,4,H  M,67,76,79,83,68,60,174,-1,433,2097,71,0
Geoffrey Kondogbia,81,CM,Normal,750,4,2,H  M,69,73,76,79,78,88,188,196,463,2177,80,750
Alessandro Florenzi,81,RB,Normal,2.6K,4,3,H  M,82,77,76,80,77,73,173,481,465,2275,67,2600
Eran Zahavi,81,CF,Normal,700,4,4,H  L,75,81,73,82,39,70,182,46,420,2034,71,700
Marcel Sabitzer,81,CAM,Normal,700,3,4,H  H,74,80,76,79,57,77,177,101,443,2124,77,700
Alessio Cragno,81,GK,Normal,700,1,3,M  M,84,78,69,88,39,76,184,89,434,872,78,700
Luka Milivojevic,81,CDM,Normal,700,2,2,M  H,55,67,76,68,78,84,186,40,428,2106,80,700
Alassane Plea,81,ST,Normal,750,4,3,H  M,76,81,76,78,39,74,181,124,424,2047,,750
Franco Vazquez,81,CM,Normal,800,4,3,M  M,56,78,80,80,58,72,186,23,424,2030,82,800
Matthias Ginter,81,CB,Normal,1.6K,2,3,M  M,62,58,69,65,82,77,191,16,413,1931,89,1600
Gerard Moreno,81,ST,Normal,600,3,4,H  M,76,79,66,78,45,69,180,-11,413,1974,77,600
Abdoulaye Doucoure,81,CDM,Normal,800,3,3,H  M,69,74,73,76,79,82,184,208,453,2097,76,800
Guerreiro,81,LM,Normal,1K,4,2,M  M,73,75,82,85,66,57,170,36,438,2127,71,1000
Gayà,81,LB,Normal,1.1K,4,3,H  M,85,61,77,80,75,69,172,199,447,2095,66,1100
João Mario,81,CAM,Normal,700,4,4,M  M,69,69,80,83,64,67,179,10,432,2083,73,700
Geronimo Rulli,81,GK,Normal,750,1,3,M  M,83,77,77,86,52,75,189,39,450,966,84,750
Dani Garcia,81,CM,Normal,650,3,3,M  H,42,69,73,75,78,79,180,1,416,2023,,650
Marcelo Brozovic,81,CDM,Normal,600,3,4,M  H,64,73,79,80,76,73,181,8,445,2164,68,600
Donny van de Beek,81,CAM,Normal,700,3,3,H  H,71,78,77,79,71,79,184,143,455,2170,74,700
Victor Lindelöf,81,CB,Normal,850,3,4,M  H,74,50,72,73,82,78,187,493,429,2027,80,850
Wout Weghorst,81,ST,Normal,700,3,3,H  H,63,80,59,69,39,83,197,91,393,1861,84,700
Marcos Acuña,81,LW,Normal,850,4,3,H  H,76,74,81,86,76,84,172,116,477,2301,,850
Wilfred Ndidi,81,CDM,Normal,1.8K,3,4,M  H,71,62,67,74,83,82,183,382,439,2106,74,1800
David Neres,81,LW,Normal,850,5,3,M  M,87,73,73,87,36,65,175,105,421,1974,66,850
Quaresma,81,RM,Normal,950,5,4,H  L,77,73,82,86,24,63,175,51,405,1984,67,950
Luiz Gustavo,81,CDM,Normal,750,3,3,M  H,58,60,69,70,80,82,187,49,419,2030,78,750
Henrikh Mkhitaryan,81,RM,Normal,700,4,5,H  H,78,76,78,82,55,66,177,-24,435,2107,75,700
Rafinha,81,CAM,Normal,700,4,4,H  M,67,76,79,83,68,60,174,28,433,2098,71,700
Federico Valverde,81,CM,Normal,1K,3,3,M  M,77,73,77,77,74,79,182,103,457,2059,78,1000
Denis Zakaria,81,CDM,Normal,850,3,3,M  M,84,63,75,77,79,84,191,116,462,2063,80,850
Agustin Marchesin,81,GK,Normal,400,1,3,M  M,81,77,75,85,50,80,188,14,448,-,85,400
Alessandro Florenzi,81,RB,Normal,1K,4,3,H  M,82,77,76,80,77,73,173,15,465,2275,67,1000
Emre Can,81,CM,Normal,950,3,4,M  M,70,68,77,79,81,84,184,81,459,2188,82,950
Viera Ramos,81,CAM,Normal,600,4,4,H  L,80,75,80,83,61,69,171,46,448,2166,67,600
Benjamin Mendy,80,LB,Normal,2.5K,3,3,H  L,81,51,77,77,77,77,185,436,440,2047,85,2500
Sergi Gomez,80,CB,Normal,650,2,2,M  M,64,41,65,64,81,75,185,-3,390,1832,80,650
Hermoso,80,CB,Normal,950,2,3,H  M,79,49,72,71,79,77,184,496,427,2020,75,950
Aïssa Mandi,80,CB,Normal,750,2,3,H  M,66,46,74,71,81,72,184,34,410,1973,78,750
Sidnei,80,CB,Normal,850,2,2,H  M,70,55,61,65,78,82,185,49,411,1853,80,850
João Felix Sequeira,80,CF,Normal,1K,5,4,H  M,82,80,74,81,40,70,181,1845,427,2063,70,1000
Danny Rose,80,LB,Normal,2.3K,3,3,M  H,77,62,74,79,80,75,174,73,447,2127,76,2300
Nani,80,LW,Normal,750,5,5,H  M,72,75,79,86,37,62,177,28,411,2005,70,750
Javier Mascherano,80,CDM,Normal,3.9K,2,3,L  H,66,53,72,69,79,75,174,29,414,2026,73,3900
Igor Akinfeev,80,GK,Normal,700,1,3,M  M,77,72,78,84,51,82,186,31,444,917,78,700
Andre-Pierre Gignac,80,ST,Normal,1.5K,3,3,M  M,69,82,71,72,43,83,187,33,420,2015,,1500
Erik Lamela,80,RM,Normal,1.2K,4,2,H  H,75,77,79,82,51,72,184,22,436,2116,80,1200
David Ospina,80,GK,Normal,500,1,3,M  M,83,73,78,85,34,78,183,8,431,866,80,500
Marcelo Diaz,80,CDM,Normal,700,3,3,M  H,59,67,81,75,74,75,166,14,431,2152,63,700
Mathieu Valbuena,80,LM,Normal,650,3,3,H  M,77,75,80,82,34,48,165,15,396,1954,63,650
Diego Perotti,80,LW,Normal,800,4,4,M  M,75,70,77,86,42,57,179,4,407,1958,70,800
Kieran Trippier,80,RB,Normal,1K,3,4,H  M,74,60,81,76,78,72,173,76,441,2159,71,1000
Fedor Smolov,80,ST,Normal,1.6K,4,4,H  M,86,81,70,76,32,73,187,66,418,1972,80,1600
Eduardo Salvio,80,RM,Normal,1.6K,4,4,H  M,86,75,73,84,58,68,172,21,444,2141,66,1600
Ricardo Rodriguez,80,LB,Normal,2.6K,3,3,M  M,70,67,79,76,78,74,180,26,444,2181,77,2600
Younès Belhanda,80,CAM,Normal,700,4,4,M  M,73,76,78,83,57,71,179,21,438,2140,75,700
Dejan Lovren,80,CB,Normal,1K,2,4,M  H,54,40,59,63,80,78,188,4,374,1727,84,1000
Simone Verdi,80,LM,Normal,0,4,5,H  M,86,73,80,83,48,53,171,11,423,2058,61,0
Mathew Ryan,80,GK,Normal,550,1,4,M  M,81,75,82,83,53,78,184,13,452,1034,82,550
Domagoj Vida,80,CB,Normal,700,2,3,M  H,75,40,59,61,82,79,184,32,396,1838,76,700
Steven Berghuis,80,RW,Normal,1K,3,2,M  L,78,77,81,81,36,62,182,36,415,1999,75,1000
Ismaily,80,LB,Normal,1.4K,4,2,H  M,82,66,74,81,75,75,177,28,453,2101,,1400
Faouzi Ghoulam,80,LB,Normal,850,3,4,H  M,75,64,77,77,78,73,184,24,444,2131,80,850
Deulofeu,80,RF,Normal,700,4,4,H  L,88,73,75,87,30,56,177,156,409,1954,73,700
Simone Zaza,80,ST,Normal,500,4,3,H  H,76,79,62,77,50,84,186,10,428,2041,84,500
Hector Bellerin,80,RB,Normal,2.5K,3,3,H  L,92,51,70,77,76,66,178,358,432,1992,74,2500
Šime Vrsaljko,80,RB,Normal,1K,3,3,H  M,77,55,74,75,79,77,181,37,437,2071,76,1000
Raul Jimenez,80,ST,Normal,800,3,4,H  H,78,78,71,75,47,79,188,106,428,2025,81,800
Matija Nastasic,80,CB,Normal,700,2,2,L  H,71,32,63,56,82,74,188,31,378,1829,83,700
Bernard,80,LM,Normal,1.1K,4,4,H  M,87,69,76,85,38,44,164,98,399,1939,60,1100
Taras Stepanenko,80,CDM,Normal,500,3,3,M  H,67,61,72,70,78,80,181,-6,428,2036,76,500
Leandro Paredes,80,CM,Normal,800,4,4,M  M,71,67,81,79,72,74,180,31,444,2150,75,800
Gabriel,80,CM,Normal,850,3,5,M  H,63,74,77,79,76,83,187,42,452,2186,,850
Munas Dabbur,80,ST,Normal,1K,4,4,M  L,75,78,65,77,32,72,182,50,399,1936,76,1000
Samu Castillejo,80,RM,Normal,550,4,2,M  H,82,73,78,81,43,52,182,16,409,1949,67,550
Elseid Hysaj,80,RB,Normal,1.5K,3,3,M  M,79,51,68,75,78,74,182,16,425,1943,70,1500
Andreas Christensen,80,CB,Normal,700,2,3,L  M,68,31,63,69,82,72,187,16,385,1739,81,700
Walter Benitez,80,GK,Normal,500,1,2,M  M,79,79,74,82,48,79,191,4,441,927,91,500
Mike Maignan,80,GK,Normal,450,1,3,M  M,78,77,78,83,47,78,191,13,441,955,89,450
Keita Balde,80,RM,Normal,750,4,4,H  L,91,76,72,83,29,69,181,70,420,1936,80,750
Youri Tielemans,80,CM,Normal,700,4,5,M  M,63,78,82,78,68,67,176,144,436,2153,72,700
Tiemoue Bakayoko,80,CDM,Normal,0,3,3,M  M,66,48,69,74,79,85,189,18,421,1942,85,0
Matias Vecino,80,CDM,Normal,500,4,3,H  H,67,68,77,80,76,74,187,-7,442,2098,81,500
Ante Rebic,80,ST,Normal,0,4,4,H  M,88,80,70,78,39,81,185,213,436,2018,78,0
Julian Weigl,80,CDM,Normal,2.3K,3,3,M  M,61,47,75,76,78,66,186,12,403,1946,72,2300
Harry Winks,80,CM,Normal,700,3,3,M  H,70,58,77,83,71,66,176,35,425,2015,74,700
Jony,80,LM,Normal,600,3,3,H  M,87,70,79,79,52,68,179,20,435,2024,76,600
Valentin Rongier,80,CM,Normal,0,3,4,M  H,64,73,76,80,75,62,172,4,430,2103,70,0
Nicolò Barella,80,CM,Normal,500,3,3,M  H,76,66,78,80,74,69,175,51,443,2114,68,500
Maximilian Eggestein,80,CM,Normal,550,3,4,H  H,73,70,75,78,73,78,181,84,447,2071,75,550
Moussa Marega,80,ST,Normal,700,3,3,H  M,88,79,63,65,41,90,186,310,426,1949,,700
Ferland Mendy,80,LB,Normal,6.6K,4,5,H  M,89,64,73,79,75,81,180,4483,461,2128,73,6600
Maximiliano Gomez,80,ST,Normal,500,3,3,H  L,64,80,68,73,32,79,186,12,396,1892,84,500
Tom Heaton,80,GK,Normal,550,1,3,M  M,79,78,74,82,56,81,187,33,450,981,92,550
Marcos Lopes,80,LM,Normal,550,4,3,H  M,79,75,76,83,30,57,174,10,400,1895,,550
Franco Armani,80,GK,Normal,750,1,2,M  M,78,75,70,86,40,81,189,2,430,920,88,750
Joaquin,80,LM,Normal,700,4,3,H  M,66,78,83,82,44,56,179,36,409,1973,75,700
Wayne Rooney,80,ST,Normal,1.4K,3,4,M  H,64,81,80,76,56,76,176,114,433,2153,,1400
Moya,80,GK,Normal,500,1,2,M  M,84,74,81,79,41,80,188,8,439,886,83,500
Diego Lopez,80,GK,Normal,400,1,3,M  M,75,82,74,76,41,82,196,14,430,897,89,400
Jorge Molina,80,ST,Normal,700,3,4,M  M,39,83,67,70,41,70,188,7,370,1803,,700
Benoît Costil,80,GK,Normal,500,1,3,M  M,81,77,79,80,51,79,187,6,447,859,88,500
Loïc Perrin,80,CB,Normal,550,2,3,M  H,52,58,69,67,81,76,181,-1,403,1982,80,550
Ben Foster,80,GK,Normal,600,1,3,M  M,79,79,73,81,49,78,193,43,439,949,90,600
